movieId,title,genres,title_original,genres_original,title_display,title_clean,title_for_matching,genres_for_matching,genre_action,genre_adventure,genre_animation,genre_children,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_fantasy,genre_filmnoir,genre_horror,genre_imax,genre_musical,genre_mystery,genre_romance,genre_scifi,genre_thriller,genre_war,genre_western
19,Ace Ventura When Nature Calls (1995),Comedy,Ace Ventura: When Nature Calls (1995),Comedy,Ace Ventura When Nature Calls (1995),Ace Ventura When Nature Calls (1995),ace ventura when nature calls,comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,Money Train (1995),Money Train (1995),money train,action comedy crime drama thriller,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
21,Get Shorty (1995),Comedy|Crime|Thriller,Get Shorty (1995),Comedy|Crime|Thriller,Get Shorty (1995),Get Shorty (1995),get shorty,comedy crime thriller,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,Copycat (1995),Copycat (1995),copycat,crime drama horror mystery thriller,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
23,Assassins (1995),Action|Crime|Thriller,Assassins (1995),Action|Crime|Thriller,Assassins (1995),Assassins (1995),assassins,action crime thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24,Powder (1995),Drama|Sci-Fi,Powder (1995),Drama|Sci-Fi,Powder (1995),Powder (1995),powder,drama scifi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
25,Leaving Las Vegas (1995),Drama|Romance,Leaving Las Vegas (1995),Drama|Romance,Leaving Las Vegas (1995),Leaving Las Vegas (1995),leaving las vegas,drama romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26,Othello (1995),Drama,Othello (1995),Drama,Othello (1995),Othello (1995),othello,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,Now and Then (1995),Children|Drama,Now and Then (1995),Children|Drama,Now and Then (1995),Now and Then (1995),now and then,children drama,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,Persuasion (1995),Drama|Romance,Persuasion (1995),Drama|Romance,Persuasion (1995),Persuasion (1995),persuasion,drama romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29,City of Lost Children The (Cit des enfants perdus La) (1995),Adventure|Drama|Fantasy|Mystery|Sci-Fi,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,City of Lost Children The (Cit des enfants perdus La) (1995),City of Lost Children The (Cit des enfants perdus La) (1995),city of lost children the cit des enfants perdus la,adventure drama fantasy mystery scifi,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),shanghai triad yao a yao yao dao waipo qiao,crime drama,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
31,Dangerous Minds (1995),Drama,Dangerous Minds (1995),Drama,Dangerous Minds (1995),Dangerous Minds (1995),dangerous minds,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,Twelve Monkeys (aka 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,Twelve Monkeys (aka 12 Monkeys) (1995),Twelve Monkeys (aka 12 Monkeys) (1995),twelve monkeys aka 12 monkeys,mystery scifi thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
33,Wings of Courage (1995),Adventure|Romance|IMAX,Wings of Courage (1995),Adventure|Romance|IMAX,Wings of Courage (1995),Wings of Courage (1995),wings of courage,adventure romance imax,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
34,Babe (1995),Children|Drama,Babe (1995),Children|Drama,Babe (1995),Babe (1995),babe,children drama,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,Carrington (1995),Drama|Romance,Carrington (1995),Drama|Romance,Carrington (1995),Carrington (1995),carrington,drama romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36,Dead Man Walking (1995),Crime|Drama,Dead Man Walking (1995),Crime|Drama,Dead Man Walking (1995),Dead Man Walking (1995),dead man walking,crime drama,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
37,Across the Sea of Time (1995),Documentary|IMAX,Across the Sea of Time (1995),Documentary|IMAX,Across the Sea of Time (1995),Across the Sea of Time (1995),across the sea of time,documentary imax,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
38,It Takes Two (1995),Children|Comedy,It Takes Two (1995),Children|Comedy,It Takes Two (1995),It Takes Two (1995),it takes two,children comedy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Clueless (1995),Comedy|Romance,Clueless (1995),Comedy|Romance,Clueless (1995),Clueless (1995),clueless,comedy romance,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,Cry the Beloved Country (1995),Drama,"Cry, the Beloved Country (1995)",Drama,Cry the Beloved Country (1995),Cry the Beloved Country (1995),cry the beloved country,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,Richard III (1995),Drama|War,Richard III (1995),Drama|War,Richard III (1995),Richard III (1995),richard iii,drama war,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
42,Dead Presidents (1995),Action|Crime|Drama,Dead Presidents (1995),Action|Crime|Drama,Dead Presidents (1995),Dead Presidents (1995),dead presidents,action crime drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
43,Restoration (1995),Drama,Restoration (1995),Drama,Restoration (1995),Restoration (1995),restoration,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,Mortal Kombat (1995),Action|Adventure|Fantasy,Mortal Kombat (1995),Action|Adventure|Fantasy,Mortal Kombat (1995),Mortal Kombat (1995),mortal kombat,action adventure fantasy,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45,To Die For (1995),Comedy|Drama|Thriller,To Die For (1995),Comedy|Drama|Thriller,To Die For (1995),To Die For (1995),to die for,comedy drama thriller,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46,How to Make an American Quilt (1995),Drama|Romance,How to Make an American Quilt (1995),Drama|Romance,How to Make an American Quilt (1995),How to Make an American Quilt (1995),how to make an american quilt,drama romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47,Seven (aka Se7en) (1995),Mystery|Thriller,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,Seven (aka Se7en) (1995),Seven (aka Se7en) (1995),seven aka se7en,mystery thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,Pocahontas (1995),Pocahontas (1995),pocahontas,animation children drama musical romance,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
49,When Night Is Falling (1995),Drama|Romance,When Night Is Falling (1995),Drama|Romance,When Night Is Falling (1995),When Night Is Falling (1995),when night is falling,drama romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
50,Usual Suspects The (1995),Crime|Mystery|Thriller,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,Usual Suspects The (1995),Usual Suspects The (1995),usual suspects the,crime mystery thriller,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
51,Guardian Angel (1994),Action|Drama|Thriller,Guardian Angel (1994),Action|Drama|Thriller,Guardian Angel (1994),Guardian Angel (1994),guardian angel,action drama thriller,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,Mighty Aphrodite (1995),Comedy|Drama|Romance,Mighty Aphrodite (1995),Mighty Aphrodite (1995),mighty aphrodite,comedy drama romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
53,Lamerica (1994),Adventure|Drama,Lamerica (1994),Adventure|Drama,Lamerica (1994),Lamerica (1994),lamerica,adventure drama,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,Big Green The (1995),Children|Comedy,"Big Green, The (1995)",Children|Comedy,Big Green The (1995),Big Green The (1995),big green the,children comedy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Georgia (1995),Drama,Georgia (1995),Drama,Georgia (1995),Georgia (1995),georgia,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56,Kids of the Round Table (1995),Adventure|Children|Comedy|Fantasy,Kids of the Round Table (1995),Adventure|Children|Comedy|Fantasy,Kids of the Round Table (1995),Kids of the Round Table (1995),kids of the round table,adventure children comedy fantasy,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,Home for the Holidays (1995),Drama,Home for the Holidays (1995),Drama,Home for the Holidays (1995),Home for the Holidays (1995),home for the holidays,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,Postman The (Postino Il) (1994),Comedy|Drama|Romance,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,Postman The (Postino Il) (1994),Postman The (Postino Il) (1994),postman the postino il,comedy drama romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
59,Confessional The (Confessionnal Le) (1995),Drama|Mystery,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,Confessional The (Confessionnal Le) (1995),Confessional The (Confessionnal Le) (1995),confessional the confessionnal le,drama mystery,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
60,Indian in the Cupboard The (1995),Adventure|Children|Fantasy,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,Indian in the Cupboard The (1995),Indian in the Cupboard The (1995),indian in the cupboard the,adventure children fantasy,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,Eye for an Eye (1996),Drama|Thriller,Eye for an Eye (1996),Drama|Thriller,Eye for an Eye (1996),Eye for an Eye (1996),eye for an eye,drama thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
62,Mr Hollands Opus (1995),Drama,Mr. Holland's Opus (1995),Drama,Mr Hollands Opus (1995),Mr Hollands Opus (1995),mr hollands opus,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63,Dont Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,Dont Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Dont Be a Menace to South Central While Drinking Your Juice in the Hood (1996),dont be a menace to south central while drinking your juice in the hood,comedy crime,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Two if by Sea (1996),Comedy|Romance,Two if by Sea (1996),Comedy|Romance,Two if by Sea (1996),Two if by Sea (1996),two if by sea,comedy romance,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65,BioDome (1996),Comedy,Bio-Dome (1996),Comedy,BioDome (1996),BioDome (1996),biodome,comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Lawnmower Man 2 Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,Lawnmower Man 2 Beyond Cyberspace (1996),Lawnmower Man 2 Beyond Cyberspace (1996),lawnmower man 2 beyond cyberspace,action scifi thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67,Two Bits (1995),Drama,Two Bits (1995),Drama,Two Bits (1995),Two Bits (1995),two bits,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68,French Twist (Gazon maudit) (1995),Comedy|Romance,French Twist (Gazon maudit) (1995),Comedy|Romance,French Twist (Gazon maudit) (1995),French Twist (Gazon maudit) (1995),french twist gazon maudit,comedy romance,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,Friday (1995),Comedy,Friday (1995),Comedy,Friday (1995),Friday (1995),friday,comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,From Dusk Till Dawn (1996),From Dusk Till Dawn (1996),from dusk till dawn,action comedy horror thriller,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
71,Fair Game (1995),Action,Fair Game (1995),Action,Fair Game (1995),Fair Game (1995),fair game,action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Kicking and Screaming (1995),Comedy|Drama,Kicking and Screaming (1995),Comedy|Drama,Kicking and Screaming (1995),Kicking and Screaming (1995),kicking and screaming,comedy drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73,Misrables Les (1995),Drama|War,"Misérables, Les (1995)",Drama|War,Misrables Les (1995),Misrables Les (1995),misrables les,drama war,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74,Bed of Roses (1996),Drama|Romance,Bed of Roses (1996),Drama|Romance,Bed of Roses (1996),Bed of Roses (1996),bed of roses,drama romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
75,Big Bully (1996),Comedy|Drama,Big Bully (1996),Comedy|Drama,Big Bully (1996),Big Bully (1996),big bully,comedy drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,Screamers (1995),Action|Sci-Fi|Thriller,Screamers (1995),Action|Sci-Fi|Thriller,Screamers (1995),Screamers (1995),screamers,action scifi thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
77,Nico Icon (1995),Documentary,Nico Icon (1995),Documentary,Nico Icon (1995),Nico Icon (1995),nico icon,documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,Crossing Guard The (1995),Action|Crime|Drama|Thriller,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,Crossing Guard The (1995),Crossing Guard The (1995),crossing guard the,action crime drama thriller,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
79,Juror The (1996),Drama|Thriller,"Juror, The (1996)",Drama|Thriller,Juror The (1996),Juror The (1996),juror the,drama thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
80,White Balloon The (Badkonake sefid) (1995),Children|Drama,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,White Balloon The (Badkonake sefid) (1995),White Balloon The (Badkonake sefid) (1995),white balloon the badkonake sefid,children drama,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,Things to Do in Denver When Youre Dead (1995),Crime|Drama|Romance,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,Things to Do in Denver When Youre Dead (1995),Things to Do in Denver When Youre Dead (1995),things to do in denver when youre dead,crime drama romance,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
82,Antonias Line (Antonia) (1995),Comedy|Drama,Antonia's Line (Antonia) (1995),Comedy|Drama,Antonias Line (Antonia) (1995),Antonias Line (Antonia) (1995),antonias line antonia,comedy drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83,Once Upon a Time When We Were Colored (1995),Drama|Romance,Once Upon a Time... When We Were Colored (1995),Drama|Romance,Once Upon a Time When We Were Colored (1995),Once Upon a Time When We Were Colored (1995),once upon a time when we were colored,drama romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
84,Last Summer in the Hamptons (1995),Comedy|Drama,Last Summer in the Hamptons (1995),Comedy|Drama,Last Summer in the Hamptons (1995),Last Summer in the Hamptons (1995),last summer in the hamptons,comedy drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85,Angels and Insects (1995),Drama|Romance,Angels and Insects (1995),Drama|Romance,Angels and Insects (1995),Angels and Insects (1995),angels and insects,drama romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
86,White Squall (1996),Action|Adventure|Drama,White Squall (1996),Action|Adventure|Drama,White Squall (1996),White Squall (1996),white squall,action adventure drama,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87,Dunston Checks In (1996),Children|Comedy,Dunston Checks In (1996),Children|Comedy,Dunston Checks In (1996),Dunston Checks In (1996),dunston checks in,children comedy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Black Sheep (1996),Comedy,Black Sheep (1996),Comedy,Black Sheep (1996),Black Sheep (1996),black sheep,comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Nick of Time (1995),Action|Thriller,Nick of Time (1995),Action|Thriller,Nick of Time (1995),Nick of Time (1995),nick of time,action thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,The Journey of August King (1995),Drama,The Journey of August King (1995),Drama,The Journey of August King (1995),The Journey of August King (1995),the journey of august king,drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92,Mary Reilly (1996),Drama|Horror|Thriller,Mary Reilly (1996),Drama|Horror|Thriller,Mary Reilly (1996),Mary Reilly (1996),mary reilly,drama horror thriller,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,Vampire in Brooklyn (1995),Comedy|Horror|Romance,Vampire in Brooklyn (1995),Vampire in Brooklyn (1995),vampire in brooklyn,comedy horror romance,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
94,Beautiful Girls (1996),Comedy|Drama|Romance,Beautiful Girls (1996),Comedy|Drama|Romance,Beautiful Girls (1996),Beautiful Girls (1996),beautiful girls,comedy drama romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
95,Broken Arrow (1996),Action|Adventure|Thriller,Broken Arrow (1996),Action|Adventure|Thriller,Broken Arrow (1996),Broken Arrow (1996),broken arrow,action adventure thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,In the Bleak Midwinter (1995),Comedy|Drama,In the Bleak Midwinter (1995),Comedy|Drama,In the Bleak Midwinter (1995),In the Bleak Midwinter (1995),in the bleak midwinter,comedy drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,Hate (Haine La) (1995),Crime|Drama,"Hate (Haine, La) (1995)",Crime|Drama,Hate (Haine La) (1995),Hate (Haine La) (1995),hate haine la,crime drama,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
98,Shopping (1994),Action|Thriller,Shopping (1994),Action|Thriller,Shopping (1994),Shopping (1994),shopping,action thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,Heidi Fleiss Hollywood Madam (1995),Documentary,Heidi Fleiss: Hollywood Madam (1995),Documentary,Heidi Fleiss Hollywood Madam (1995),Heidi Fleiss Hollywood Madam (1995),heidi fleiss hollywood madam,documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,City Hall (1996),Drama|Thriller,City Hall (1996),Drama|Thriller,City Hall (1996),City Hall (1996),city hall,drama thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,Bottle Rocket (1996),Bottle Rocket (1996),bottle rocket,adventure comedy crime romance,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
102,Mr Wrong (1996),Comedy,Mr. Wrong (1996),Comedy,Mr Wrong (1996),Mr Wrong (1996),mr wrong,comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,Unforgettable (1996),Mystery|Sci-Fi|Thriller,Unforgettable (1996),Unforgettable (1996),unforgettable,mystery scifi thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
104,Happy Gilmore (1996),Comedy,Happy Gilmore (1996),Comedy,Happy Gilmore (1996),Happy Gilmore (1996),happy gilmore,comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Bridges of Madison County The (1995),Drama|Romance,"Bridges of Madison County, The (1995)",Drama|Romance,Bridges of Madison County The (1995),Bridges of Madison County The (1995),bridges of madison county the,drama romance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,Nobody Loves Me (Keiner liebt mich) (1994),Nobody Loves Me (Keiner liebt mich) (1994),nobody loves me keiner liebt mich,comedy drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,Muppet Treasure Island (1996),Muppet Treasure Island (1996),muppet treasure island,adventure children comedy musical,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108,Catwalk (1996),Documentary,Catwalk (1996),Documentary,Catwalk (1996),Catwalk (1996),catwalk,documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,Headless Body in Topless Bar (1995),Headless Body in Topless Bar (1995),headless body in topless bar,comedy drama thriller,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
110,Braveheart (1995),Action|Drama|War,Braveheart (1995),Action|Drama|War,Braveheart (1995),Braveheart (1995),braveheart,action drama war,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
111,Taxi Driver (1976),Crime|Drama|Thriller,Taxi Driver (1976),Crime|Drama|Thriller,Taxi Driver (1976),Taxi Driver (1976),taxi driver,crime drama thriller,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
